userId,movieId,tag,timestamp,title,genres
342,1625,unrealistic,2012-03-05 16:56:36,"Game, The (1997)",Drama|Mystery|Thriller
342,1653,eugenics,2012-09-01 23:03:13,Gattaca (1997),Drama|Sci-Fi|Thriller
342,1653,future,2012-09-01 23:03:41,Gattaca (1997),Drama|Sci-Fi|Thriller
342,1653,genetic engineering,2012-09-01 23:03:18,Gattaca (1997),Drama|Sci-Fi|Thriller
342,1653,genetics,2012-09-01 23:03:16,Gattaca (1997),Drama|Sci-Fi|Thriller
342,1653,powerful ending,2012-09-01 23:03:37,Gattaca (1997),Drama|Sci-Fi|Thriller
342,1653,racism,2012-09-01 23:03:28,Gattaca (1997),Drama|Sci-Fi|Thriller
342,1784,funny,2013-03-17 18:27:48,As Good as It Gets (1997),Comedy|Drama|Romance
342,1784,Jack Nicholson,2013-03-17 18:27:31,As Good as It Gets (1997),Comedy|Drama|Romance
342,1784,obsessive compulsive disorder,2013-03-17 18:27:36,As Good as It Gets (1997),Comedy|Drama|Romance
342,1784,psychology,2013-03-17 18:27:33,As Good as It Gets (1997),Comedy|Drama|Romance
342,1784,quirky,2013-03-17 18:27:51,As Good as It Gets (1997),Comedy|Drama|Romance
342,1784,relationships,2013-03-17 18:27:42,As Good as It Gets (1997),Comedy|Drama|Romance
342,2329,Edward Norton,2012-09-01 22:52:09,American History X (1998),Crime|Drama
342,2329,Neo-Nazis,2012-09-01 22:52:11,American History X (1998),Crime|Drama
342,2329,politics,2012-09-01 22:52:22,American History X (1998),Crime|Drama
342,2329,powerful ending,2012-09-01 22:52:19,American History X (1998),Crime|Drama
342,2329,racism,2012-09-01 22:52:12,American History X (1998),Crime|Drama
342,2329,tense,2012-09-01 22:52:16,American History X (1998),Crime|Drama
342,2329,thought-provoking,2012-09-01 22:52:14,American History X (1998),Crime|Drama
342,2571,post-apocalyptic,2012-01-25 17:52:01,"Matrix, The (1999)",Action|Sci-Fi|Thriller
342,2571,sci-fi,2012-01-25 17:51:58,"Matrix, The (1999)",Action|Sci-Fi|Thriller
342,2571,virtual reality,2012-01-25 17:52:04,"Matrix, The (1999)",Action|Sci-Fi|Thriller
342,3000,adventure,2012-03-14 18:42:03,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy
342,3000,anime,2012-03-14 18:41:53,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy
342,3000,fantasy world,2012-03-14 18:41:49,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy
342,3000,surreal,2012-03-14 18:41:47,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy
342,3359,coming of age,2013-09-18 19:30:15,Breaking Away (1979),Comedy|Drama
342,3359,coming-of-age,2013-09-18 19:30:18,Breaking Away (1979),Comedy|Drama
342,3359,cycling,2013-09-18 19:30:04,Breaking Away (1979),Comedy|Drama
342,3363,classic,2014-03-07 21:21:01,American Graffiti (1973),Comedy|Drama
342,3363,coming of age,2014-03-07 21:20:55,American Graffiti (1973),Comedy|Drama
342,3363,friendship,2014-03-07 21:20:59,American Graffiti (1973),Comedy|Drama
342,4848,BORING!,2012-02-14 18:38:47,Mulholland Drive (2001),Crime|Drama|Film-Noir|Mystery|Thriller
342,4848,Nudity (Full Frontal),2012-02-14 18:40:09,Mulholland Drive (2001),Crime|Drama|Film-Noir|Mystery|Thriller
342,4848,pretentious,2012-02-14 18:38:47,Mulholland Drive (2001),Crime|Drama|Film-Noir|Mystery|Thriller
342,4973,slow paced,2012-03-14 18:40:00,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance
342,4978,characters,2012-09-01 22:44:28,Lantana (2001),Drama|Mystery|Thriller
342,4978,romance,2012-09-01 22:44:28,Lantana (2001),Drama|Mystery|Thriller
342,4993,adventure,2012-01-25 17:57:23,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy
342,4993,characters,2012-01-25 17:57:23,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy
342,4993,epic,2012-01-25 17:57:23,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy
342,4993,fantasy world,2012-01-25 17:57:23,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy
342,4993,fighting,2012-01-25 17:58:03,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy
342,4993,photography,2012-01-25 17:58:03,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy
342,5282,ending,2012-09-01 22:37:35,High Crimes (2002),Thriller
342,5282,lawyers,2012-09-01 22:38:03,High Crimes (2002),Thriller
342,5282,military court,2012-09-01 22:38:19,High Crimes (2002),Thriller
342,5291,multiple storylines,2012-01-25 17:49:23,Rashomon (Rashômon) (1950),Crime|Drama|Mystery
342,5291,nonlinear,2012-01-25 17:49:36,Rashomon (Rashômon) (1950),Crime|Drama|Mystery
342,6016,disturbing,2012-01-31 17:50:26,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller
342,6016,drama,2012-01-25 17:50:58,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller
342,6016,multiple storylines,2012-01-31 17:50:31,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller
342,6016,realistic,2012-01-25 17:50:58,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller
342,6365,action packed,2012-01-25 17:52:49,"Matrix Reloaded, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX
342,6365,dystopia,2012-01-25 17:52:36,"Matrix Reloaded, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX
